Word1,Word2,Rhyme
gubernatorial,arboreal,1
edleman,edelmann,1
trampled,mccamant,0
demetrius,dimitrius,1
desman,desman,1
mustered,flustered,1
bacus,karydakis,1
buggies,beauties,0
misinterprets,weerts,0
ornamented,ornamented,1
wiseman,wiseman,1
adjournment,botany,0
manard,stevison,0
intangible,pellecchia,0
semones,wunsch,0
hangsang,cathell,0
olander,colander,1
crichton,splat,0
haynesworth,haynsworth,1
burnap,burnap,1
surrealism,workgroups,0
golightly,fortnightly,1
ekblad,magistad,1
haggerty,haggerty,1
shifty,grads,0
cihak,winkels,0
oatley,clinically,0
farabee,jochum,0
flushing,richburg,0
dozen,sapling,0
grantor,grantor,1
hoover,conga,0
verges,scourges,1
airliners,richburg,0
mihal,lancon,0
lousy,juhasz,0
mcclendon,benedek,0
enamored,hammered,1
obstructive,lashomb,0
obtainable,anable,1
sprinters,sprinters,1
inhuman,osterhout,0
image,scrimmage,1
taddei,sadye,1
horace,alkalinity,0
internal,lobed,0
sciandra,sciandra,1
shipbuilder,homebuilder,1
switchers,authoring,0
hohenstein,wallington,0
linville,greenville,1
grayest,charest,1
kapner,exploits,0
incentives,huckabee,0
meriweather,mesopotamian,0
bradt,stadt,1
felicitous,belshe,0
berggren,mississippi,0
overbilled,rototilled,1
piddock,ryley,0
hitchings,dymond,0
stumbling,unmanageable,0
abysmal,gilbey,0
bixler,howland,0
esparza,delagarza,1
higgins,miggins,1
susan,leasebacks,0
ringold,ingold,1
winget,winget,1
kubisiak,fowle,0
jesperson,jespersen,1
housing,gelasia,0
gartley,konieczny,0
hydstra,milodic,0
fabric,fabric,1
labyrinth,labyrinth,1
fairhaven,fairhaven,1
pedestrian,billingslea,0
lengthening,eustis,0
gaulke,harald,0
labrioche,shosh,1
evatt,mcdevitt,1
spontaneity,deity,1
telamon,telamon,1
blather,roloff,0
tetravalent,krotzer,0
arpa,darpa,1
mensch,fredricks,0
strengthens,lyrical,0
clairvoyance,flamboyance,1
tampering,hampering,1
lacomb,lacomb,1
vetco,melius,0
baxa,hoglund,0
bostick,quach,0
flanigan,sukarno,0
wilfully,wilfully,1
courageously,courageously,1
intermedic,ferrite,0
peeping,beeping,1
lightest,lightest,1
cyprus,fireproofing,0
bakker,assurance,0
trudgen,wessinger,0
decreases,decreases,1
coffee,doig,0
buchko,butchko,1
schueneman,almer,0
vanornum,vanornum,1
encephalopathy,neuropathy,1
ngema,apartment,0
mcchristian,progressively,0
foreigners,foreigners,1
theater,dahlstrom,0
paternity,forklifts,0
kinst,alleman,0
resolve,elater,0
woodland,reassignment,0
enseco,enseco,1
resulted,garrols,0
tyrants,gutherie,0
forbus,delguidice,0
douds,clouds,1
dieffenbach,mertens,0
charges,slimmed,0
norberg,goosefoot,0
jeffery,jefferey,1
tangibly,tangibly,1
walkner,walkner,1
ingo,constitutionist,0
gosha,guilliams,0
encountering,pinckard,0
polynesia,arsenio,0
gulledge,coolidge,1
morland,ketzel,0
bonet,bonet,1
bullies,clabough,0
rehydrate,rehydrate,1
virgilio,aldric,0
pharis,pharis,1
seeded,trimas,0
bartering,bartering,1
waisanen,kravetz,0
subtraction,nielsen,0
disenchantment,dismissive,0
investments,divestments,1
dettmer,futher,0
dimond,dimond,1
distances,handfuls,0
sensor,marmo,0
cablesystems,nimitz,0
intently,differently,1
surrett,durrett,1
lassetter,laseter,1
scuffled,nestea,0
hendley,bollinger,0
undertakes,snowflakes,1
entangling,squabbling,0
pheromones,schafer,0
tonka,pianka,1
peterbilt,vickland,0
carborundum,yelping,0
points,closeups,0
slavs,chopra,0
limo,szafran,0
whizzed,whizzed,1
tandem,memorandum,1
bautz,thoughts,1
easier,szostek,0
quebeckers,dispositive,0
encroaches,broaches,1
penaloza,roza,1
nixon,cothron,0
buchsbaum,redner,0
fiumara,grilliot,0
audiophiles,snowmobiles,1
langton,boser,0
loaded,exploded,1
toxins,congressionally,0
headliner,gumbiner,1
scullin,matherne,0
courser,orser,1
stretching,stretching,1
measured,measured,1
basic,comparable,0
osika,cupboard,0
danielsen,broadcasts,0
luzier,tschirhart,0
tevlin,shevlin,1
essick,mendelson,0
milking,milking,1
branscomb,astronomers,0
maternal,spratling,0
mctavish,delahunty,0
carithers,carithers,1
architects,malerba,0
bryce,horacio,0
limber,sygma,0
chums,strums,1
reffner,hefner,1
weseman,corkum,0
defrost,teffeteller,0
sillerman,reloadable,0
carden,darden,1
standridge,unity,0
clauson,petrossian,1
overrules,kallas,0
ministerial,chermak,0
atheism,lykens,0
recapturing,recapturing,1
bardrick,raymundo,0
catalonian,rohloff,0
mechanically,kuhlmann,0
allende,resende,1
focused,weirich,0
dense,muscled,0
ovoviviparous,briefers,0
oily,doily,1
carrol,flannagan,0
stepladder,vascular,0
delcampo,delcampo,1
screwdrivers,onofrio,0
jolliffe,jolliff,1
gardening,forecasts,0
kasperek,kasparek,1
iraqis,iraqis,1
diagnostics,quaintly,0
schnapp,giap,1
rockley,gockley,1
compassionate,rummage,0
billable,pharmacologists,0
hovey,matthiesen,0
brandow,grouchy,0
hoboes,cobos,1
cairnes,shapes,0
licence,osake,0
poem,dambra,0
sardonically,sardonically,1
headcounts,sediment,0
haff,slinky,0
corwin,opera,0
goldest,gordian,0
ivey,ivie,1
keirn,byrn,1
mathieu,liszewski,0
pollutant,pollutant,1
nylander,wilander,1
deveraux,deveraux,1
turkeys,turkeys,1
peres,uelman,0
baoguang,mustang,1
ghostly,sforza,0
grantham,studeman,0
wangle,bunkers,0
environic,cloned,0
fauna,stuart,0
hatching,latching,1
agrifuels,farmworker,0
swapes,escapes,1
amacker,judgement,0
disassembled,resembled,1
corticosteroids,snoopy,0
quencher,chudzik,0
pinpointing,fingerpointing,1
perennially,improvement,0
schooners,sooners,1
aberle,brierley,0
hynek,heinicke,1
oceania,shilling,0
rabel,guglielmi,0
layered,hartzell,0
distorted,transported,1
emminger,prudence,0
latent,supergiants,0
hemberger,lemberger,1
ferreted,ludden,0
unscathed,bathed,1
underachiever,lineweaver,1
motives,hirschman,0
philippi,mississippi,1
ellingson,ellingsen,1
booksellers,rockefellers,1
gullet,stellmach,0
ursery,anniversary,1
rackets,modern,0
kathan,lathan,1
sisulu,penchant,0
seekins,conformists,0
gibas,muscles,0
funneling,defeatism,0
soft,waft,1
turin,murin,1
emmerson,kidnapper,0
vanderford,gonser,0
ebbs,messaging,0
visiting,revisiting,1
stuber,uber,1
inkling,wrinkling,1
friedley,steedley,1
cosmopolitan,reloadable,0
buczek,kuczek,1
smoothing,leniently,0
exchange,minefields,0
redundant,redundant,1
furuya,schiewe,0
regional,regional,1
bluster,tunnell,0
curbed,anzio,0
stroma,poma,1
klink,likud,0
pechin,rudder,0
ruthless,tesoro,0
ancho,nabbing,0
sus,christmann,0
brinkmeyer,brinkmeier,1
often,dolled,0
alberta,terminable,0
kankaku,distressingly,0
daughenbaugh,daughenbaugh,1
serna,federle,0
zingler,deeply,0
labay,shifty,0
madkins,halcion,0
woolson,smartened,0
delved,delved,1
government,flooring,0
bloodstains,herceg,0
shiveley,civilly,1
stimpert,stimpert,1
kalil,medical,0
tush,cotroneo,0
libya,cormick,0
carburetion,deletion,1
badillo,relevance,0
shutdowns,thinly,0
samudio,samudio,1
patents,schaffer,0
remittance,befort,0
gretna,scheffel,0
crismon,vradenburg,0
sauer,shower,1
movements,movements,1
wethington,crediting,0
yardage,yardage,1
aqua,valued,0
caused,paused,1
chartists,combat,0
niccum,wickham,1
bazile,bazile,1
circus,towels,0
blumenshine,synonym,0
cassani,carriers,0
voltz,caucasians,0
hostetler,hostettler,1
eudoxia,eudoxia,1
dannelly,pilch,0
altshuler,newnam,0
girdler,weizsaecker,0
hagglund,agasp,0
limped,limped,1
halper,result,0
chamblin,jaclyn,0
schnider,slider,1
junot,undesirable,0
fungal,procardia,0
lobbyists,lobbyists,1
buchbinder,messmer,0
ahles,cranium,0
derstine,affronted,0
stabley,mabley,1
sandidge,sandidge,1
regulars,occurrence,0
osbon,osbon,1
reichenberger,reissuing,0
veilleux,phooey,0
keister,keister,1
morrisette,wormley,0
russow,wussow,1
greenburg,greenburg,1
karsten,presby,0
todd,prod,1
knuckled,chuckled,1
dailies,desi,0
scribner,scribner,1
helstrom,provence,0
unpublished,cockney,0
meditz,beaverton,0
everts,fausett,0
pointed,anointed,1
buchler,neifert,0
glamorous,glamorous,1
gunslinger,petzinger,1
europium,pessin,0
densmore,dinsmore,1
legent,voigts,0
overallotment,overallotment,1
orbach,settle,0
cinder,evald,0
hoffmeyer,macadamia,0
multi,leavings,0
copher,hassler,0
crishman,hemond,0
henriquez,galarza,0
magin,sherburn,0
contraption,longings,0
roths,cloths,1
puzzling,neidlinger,0
wicket,picket,1
poppell,poppell,1
cassandras,auschwitz,0
prescot,dewalt,0
facings,lanting,0
unimedia,metromedia,1
morphs,morphs,1
pethtel,gabrielsen,0
plotkin,plotkin,1
lighted,marciniak,0
encircling,pegging,0
coyly,coyly,1
gazda,begun,0
quotron,sumatran,1
sivley,tignor,0
stephany,stephanie,1
videodisk,nordisk,1
moussa,hausa,1
asta,fawver,0
uninsured,inured,1
lahmann,roettger,0
chevys,nevis,1
crisscross,cycling,0
injunction,rehashing,0
cowin,mccowin,1
languished,anguished,1
irises,roosted,0
quintupled,mother,0
hansley,hansley,1
luffman,jackoby,0
oxbridge,kingsbridge,1
alderman,moorman,0
shimon,steadier,0
bruxelles,gunnison,0
pennsauken,hickory,0
preferenced,consumers,0
welds,welds,1
horsfall,resourceful,1
montien,kilbourn,0
lapin,lapin,1
travellers,robins,0
walden,trainmen,0
porch,distilled,0
hans,scronce,1
mitra,gooden,0
korenek,sybille,0
harrisburgh,allcock,0
mathewson,mathewson,1
prevalence,benevolence,1
swartzwelder,letitia,0
burbage,hackert,0
haggstrom,mahood,0
leah,semantics,0
ammeters,millimeters,1
antigovernment,antigovernment,1
nevadan,plagiarize,0
limped,keilman,0
feehan,aegean,1
henriquez,pubco,0
thrived,maertens,0
ficials,bantam,0
dakotans,minnesotans,1
emption,richert,0
firms,confirms,1
chilcott,stallings,0
courses,horses,1
likens,likens,1
griffeth,intourist,0
gynex,gelertner,0
bourbons,turbans,1
smartmoney,swindler,0
naugle,diabolical,0
deloach,deloach,1
czartoryski,czartoryski,1
unraveling,traveling,1
elkins,consonantal,0
philip,philip,1
mandarin,pawtuxet,0
dysplasia,halftones,0
outpatients,strouth,0
mccaleb,galeb,1
deferment,linley,0
andrich,lapin,0
punctures,dolch,0
chamberlain,chamberlin,1
corruptive,eruptive,1
gillmore,yemeni,0
mcfadyen,cornelio,0
rieth,fasig,0
salemi,yasuyoshi,0
appendix,bendix,1
stueber,northeasterners,0
brainwashing,dishwashing,1
dembski,keister,0
kristiansen,kasabian,0
outspends,outspends,1
fluttering,disbursement,0
ascendancy,editors,0
sprehe,weihe,1
schubach,needler,0
denkins,jenkins,1
length,franyo,0
masking,tradable,0
orbach,discounts,0
cravin,wangled,0
mcconnon,elsevier,0
bodied,keynes,0
gilpatrick,naturally,0
eppich,schulenberg,0
lampley,rampley,1
evildoer,interviewer,1
halcion,tilden,0
overabundance,asiaweek,0
prelates,belitz,1
claggett,visenteno,0
legent,legent,1
willig,willig,1
weatherington,valable,0
deferrals,slutsky,0
biosensor,ridgely,0
mccorkle,deloach,0
bajema,camera,0
altered,altered,1
mccance,anse,1
filings,filings,1
whitis,arvanitis,1
neonazis,neonazis,1
cowley,laurance,0
shaddix,shaddix,1
bundling,bundling,1
eroica,lukewarm,0
vasconcelos,vasconcelos,1
conical,zwahlen,0
inescapable,hurtling,0
kleenex,enex,1
furor,medgar,0
acrey,photofinisher,0
galoshes,bondurant,0
rootless,rootless,1
strupp,knupp,1
pridgeon,certainties,0
resourceful,loudenslager,0
bugles,cotler,0
unintentionally,cassens,0
toothless,casinos,0
gleisner,fishmonger,0
kollmeyer,schollmeyer,1
gooder,gooder,1
belligerence,distortions,0
huffman,costcutting,0
williard,arouses,0
overvalued,overvalued,1
exemptions,debatable,0
clarence,communities,0
hennessy,clients,0
bertling,tempted,0
simulcast,prendergast,1
mandler,umbarger,0
greenberg,greenberg,1
steelworks,fireworks,1
wilting,quilting,1
agate,equity,0
unpredictably,unpredictably,1
kruszka,foot,0
web,increased,0
wiggington,reagents,0
prefrontal,prefrontal,1
resoundingly,astoundingly,1
unlikely,likely,1
berggren,longitudes,0
reppert,geppert,1
dlugosz,yugos,1
butkiewicz,butkiewicz,1
burnley,markuson,0
pickus,lilco,0
twenties,twenties,1
solan,ehrlichman,0
demeanors,giving,0
tavern,dispense,0
bellomo,clinically,0
bramlet,verrier,0
conducting,constructing,1
williford,gieseler,0
tevye,josefina,0
nacho,dunstan,0
sulak,dulak,1
reasonably,playpens,0
petri,rankers,0
conduct,plumbed,0
economists,curington,0
tinley,basted,0
athenians,armenians,1
observer,nimitz,0
prohibiting,prohibiting,1
gulyas,alpa,0
outputs,turin,0
berghoff,berghof,1
earless,fearless,1
counselman,boldman,0
grafton,herbin,0
rigoni,lowney,1
balancing,hoyland,0
kristensen,narlock,0
closets,proclivities,0
spectre,wechter,1
settles,metals,1
snatching,huberman,0
weisbrod,coonrod,1
armen,larmon,1
koret,depravity,0
corsa,corsa,1
minted,announcement,0
givins,galleries,0
kosher,doescher,1
weisenberger,geffner,0
joachim,carlton,0
ventres,enters,1
capsule,ager,0
feigned,blaha,0
dirienzo,dirienzo,1
blaring,nehring,1
biebel,liebel,1
unbutton,indulges,0
vankampen,dampen,1
ennobles,sobils,1
stachowicz,stachowicz,1
lenscrafter,telecrafter,1
hydrocarbon,hydrocarbon,1
scathing,chiropractors,0
storyteller,rathskeller,1
magnant,magnant,1
animous,animous,1
inferences,biosciences,1
cunha,reznik,0
dewhirst,clauses,0
serex,barracks,1
kohlrabi,tipping,0
drastically,protectorate,0
gossett,quadrennial,0
unquestioning,drinnon,0
ladybugs,ladybugs,1
scrivens,servers,0
turnpikes,damaged,0
minces,doggy,0
frightfully,wernicke,0
reynaga,azcuenaga,1
dusing,skolnick,0
goodling,goodling,1
valuing,devaluing,1
tercel,majestically,0
bureaucracies,weirdo,0
novas,novas,1
pinckney,macomb,0
demeree,gilberto,0
harlot,shindig,0
singaporean,florian,1
hinderer,rinderer,1
rabies,rabes,1
mctighe,mctighe,1
otherworldly,linkage,0
raxter,thaxter,1
semifinished,friedley,0
mosk,brookings,0
mosier,dorene,0
gardiner,gardiner,1
vituperative,pupils,0
karpel,karpel,1
grapes,scrapes,1
puig,rarities,0
dicomed,homed,1
prestigiacomo,lois,0
maresh,parish,1
bynoe,schwegler,0
nestling,larger,0
heartening,diagnosing,0
messes,blesses,1
bohon,casad,0
kelty,pfenninger,0
sacrificing,underpricing,1
northrup,northrup,1
geroux,mcknew,1
profits,stuarts,0
briguglio,fundamentalists,0
goldfarb,gilkerson,0
yugoslavian,mugu,0
saviors,gordeyev,0
expounding,contempt,0
unscripted,conscripted,1
spices,severed,0
sampson,hampson,1
patek,platek,1
kamran,kamran,1
foretastes,waists,1
dewalt,stairwells,0
schickling,fickling,1
conrow,lonrho,1
cranfill,cottons,0
syphers,syphers,1
trousers,trousers,1
jolted,bilyeu,0
milnes,butrick,0
laboriously,notoriously,1
quavers,mallis,0
buchner,wrestled,0
belford,elford,1
norba,amorous,0
nonpacifists,nonpacifists,1
enmeshed,goggle,0
sequent,capable,0
worrall,worrel,1
perestroika,normy,0
assailed,spoonfuls,0
fasick,duane,0
harrity,frisked,0
footrace,showplace,1
winiecki,lietzke,1
overreacting,contacting,1
andruskevich,fondest,0
undercounted,discounted,1
fiery,president,0
abolishing,lingg,0
slickest,masley,0
tift,swift,1
dowding,grasty,0
pugnacious,outfoxes,0
hoboes,aubin,0
minogue,fogy,1
arum,performers,0
reissue,tissue,1
reggio,acquaintance,0
humfrey,mumphrey,1
bursley,expatriate,0
keevil,hymas,0
pickpockets,pickpockets,1
stratman,dudding,0
grzesiak,grzesiak,1
humphry,defollet,0
coffers,silcox,0
shogren,shogren,1
brookings,leija,0
jurgens,parimutuel,0
bailiff,kohlmeier,0
tutton,button,1
milodic,casey,0
cypris,meanness,0
levien,africa,0
coontz,koonts,1
lachowicz,lachowicz,1
totalled,totaled,1
alluded,excluded,1
definable,connivance,0
hansman,beckett,0
dacunha,minted,0
verret,whitmore,0
oversimplification,ulterior,0
furness,zovut,0
petted,culmer,0
savedra,extremists,0
handling,mishandling,1
marjorie,marjory,1
whiteness,forthrightness,1
wittenberg,anwyl,0
unnatural,cramblit,0
piddock,mahnken,0
amadea,canepa,0
shubert,kingston,0
rowboat,lintel,0
length,adaptors,0
venturesome,bladders,0
quintuplet,spicey,0
predisposed,masten,0
covitz,crovitz,1
epperson,dregs,0
rulings,sickening,0
beligerent,underwhelmed,0
wingrove,ptolemaic,0
smoldering,melanesians,0
privileged,privileged,1
negros,inherent,0
diesels,measles,1
bungard,inflexibly,0
genelabs,tightened,0
tangles,mangles,1
ridinger,overrunning,0
khakis,lackeys,1
creger,prenger,0
discouraging,moretz,0
jueteng,poached,0
flashier,flashier,1
nistler,hundred,0
outfielders,felker,0
wrongdoings,doings,1
frankel,minet,0
polygynous,wexler,0
macri,telemarketing,0
sarna,sarna,1
gignac,gignac,1
stiffens,sentman,0
doebler,annals,0
melva,elva,1
shelter,shelter,1
robustas,robustas,1
loomed,apologists,0
deterioration,millisecond,0
morphing,dwarfing,1
wysong,waldow,0
romantics,henrichs,0
obstetrics,econometrics,1
osteopathic,psychopathic,1
expired,refreshed,0
flightiest,mightiest,1
detroiters,reuters,1
infringing,enveloping,0
courtly,manufactures,0
companions,companions,1
geren,flakes,0
antecedent,rayment,0
persley,constar,0
coil,roil,1
aftereffect,sicilia,0
sconc,sconce,1
ronson,organismic,0
wroblewski,erastus,0
stirrup,stirrup,1
basilica,basilica,1
foisy,boise,1
negus,gregus,1
whitmore,whitmore,1
boettger,perverted,0
whitly,smitley,1
rung,overhung,1
schairer,shirer,1
latta,rata,1
slovo,hopton,0
expenses,offing,0
schellenger,darkie,0
gargan,dargan,1
tottering,airless,0
restaurants,disputed,0
dudayev,stupendous,0
mastectomies,uden,0
consumption,andruskevich,0
shugrue,magically,0
affected,musher,0
kieffer,sheaffer,1
extendable,commendable,1
berwick,entertainments,0
hegeman,siegman,1
saggese,killough,0
embodies,lesniewski,0
nonprofessionals,nonprofessionals,1
slauson,slauson,1
gaullist,tallest,1
pushed,smoshed,1
nishi,ribas,0
lyrically,outdistancing,0
thorp,narlock,0
frosting,osby,0
excursion,superregional,0
scuttling,braham,0
gessert,gessert,1
offers,stoffers,1
hinerman,bolda,0
wishner,brochu,0
journalist,journalist,1
stouder,scudder,1
service,disservice,1
kurlak,kurlak,1
irrelevant,relevant,1
telemundo,maslowski,0
convertible,convertible,1
recycled,jurisdictions,0
parsow,economical,0
leatrice,leatrice,1
sirna,thickening,0
brainwashed,brainwashed,1
primal,counterterrorists,0
sturgeon,brighton,0
haldeman,fortunate,0
seasons,shoaff,0
melius,bovee,0
alquist,hipkins,0
mewborn,endowed,0
insolvent,solvent,1
des,outdoorsman,0
unfortunately,orthopedic,0
gazda,stroder,0
bigos,pronto,0
wydra,unrivaled,0
requisite,poissant,0
corbett,sacilor,0
kington,mccoig,0
sobelman,sobelman,1
rejiggering,darius,0
pickert,laverty,0
barmore,aramis,0
wreaking,leaking,1
matsui,vanantwerp,0
messenger,teslik,0
beautician,consumerists,0
tripling,lade,0
juditha,condolence,0
cremin,establish,0
radosevich,radosevich,1
litchford,schroer,0
banishing,peco,0
verdugo,unpredictably,0
ambrosia,henigan,0
ozawa,soothing,0
ingold,frankl,0
alonge,derington,0
heifers,carfagno,0
preadolescent,mcanany,0
unfiltered,filtered,1
calamity,norwitz,0
sixer,saluted,0
matches,coulston,0
martials,bassett,0
advisory,advisory,1
szabo,preconceived,0
publically,wiess,0
accessible,addressable,1
stegman,belcher,0
predominance,leominster,0
righto,pacs,0
chajet,begajah,0
sickened,thickened,1
quisling,sizzling,1
danju,danju,1
crippled,tripled,1
radiator,sullins,0
beadle,freedle,1
molucca,polytechnic,0
kasmer,kasmer,1
oritz,oritz,1
ups,closeups,1
sternest,sternest,1
birchler,virkler,1
galbreath,culbreath,1
kelch,guston,0
brundige,shetland,0
yurchak,yurchak,1
pads,seismological,0
sooners,prejudge,0
rueger,revisiting,0
examples,thusly,0
alagna,likud,0
multipurpose,purpose,1
fished,sizemore,0
advancement,financement,1
instinctive,moesch,0
handrails,handrails,1
tangibles,ruis,0
demographer,oceanographer,1
kemp,temp,1
hurlbut,mumm,0
mcintosh,stellenbosch,1
seatings,prisoned,0
flourishes,borucki,0
burgomaster,hermie,0
implausible,tiger,0
burchett,defrauded,0
borup,borup,1
abba,dabah,1
cherney,conlin,0
curie,faxes,0
avants,schwantes,1
leopoldo,orebaugh,0
haagenson,modeling,0
implausible,plausible,1
isaiah,kogel,0
misleads,cranmer,0
heterogeneity,laity,1
fortis,findling,0
fairweather,winiecki,0
shelstad,shelstad,1
frittering,lonely,0
tisdel,examples,0
orvin,corvin,1
farve,harve,1
bodikova,cordova,1
kingston,springston,1
islip,unhealthful,0
koelling,weinrich,0
duds,studs,1
murrin,currin,1
reversals,hallbauer,0
paulson,paulson,1
phegley,outed,0
fringes,ghorbanifar,0
digidyne,bergstein,1
propes,auction,0
loewenthal,caterpillars,0
fockler,murphey,0
mcomber,petteys,0
attached,hatched,1
coolidge,nicollier,0
flamingos,manageable,0
corporate,wimberly,0
furnished,movingly,0
refinement,noboru,0
rachel,kuether,0
bergerson,warnings,0
afflicted,redish,0
froylan,rotenberg,0
jencks,iolanthe,0
hammermeister,baba,0
bedraggled,haggled,1
klapper,besieged,0
levins,bevins,1
votes,pasteurized,0
stickiest,stickiest,1
labay,lienhart,0
expensively,extensively,1
chenowitz,issuing,0
womack,overtures,0
waltman,winans,0
forza,forza,1
november,kingen,0
antibacterial,antibacterial,1
telepathic,restructured,0
schweickert,bursting,0
fractures,lutter,0
piland,oatmeal,0
reverence,embalming,0
anticompetitive,hideous,0
ish,commish,1
jezek,bounder,0
understatement,overstatement,1
amandas,pandas,1
dacunha,dacunha,1
tangible,daishowa,0
agler,anatomical,0
glenville,cenvill,1
lightnings,briccetti,0
nationals,internationals,1
romanoski,repurchases,0
posting,boasting,1
fightmaster,gerstenhaber,0
hagler,kagler,1
parekh,kolarik,1
viegas,superregionals,0
dudding,flooding,1
lasseigne,segreto,0
antidisestablishmentarianism,parliamentarianism,1
helicopter,helicopter,1
carrol,charyl,1
beecher,peacher,1
kamchatka,negros,0
balster,periodical,0
pascuzzi,guzzi,1
kolbe,preventative,0
agosto,bringman,0
further,mississauga,0
limited,callanan,0
darak,darak,1
wasters,churchmen,0
cookie,spurious,0
analyst,pollutant,0
needles,flooded,0
rwandan,condon,1
potocki,serviced,0
poynter,radosevich,0
premarital,vicary,0
prosthesis,enterococcus,0
dolliver,berryman,0
caladiums,stadiums,1
schnauzer,sesler,0
substantially,kelberg,0
secures,articulates,0
minored,quoted,0
bazile,bazile,1
idleman,slavick,0
electrical,hankel,0
develop,traughber,0
ganglia,royalist,0
cobwebs,cobwebs,1
sixers,sixers,1
nasr,vlcek,0
hartness,unimpressive,0
silva,gubbins,0
scogin,rogin,1
elvy,elvie,1
dunford,antwerp,0
eledge,eledge,1
matamoros,soros,1
queasiness,queasiness,1
elgie,juergens,0
bossen,glosson,1
putnam,puttnam,1
bitterly,stueve,0
neddo,beddow,1
arndt,barndt,1
toity,empts,0
adelman,stadelman,1
hovnanian,publically,0
lossing,subsystem,0
jostes,festus,0
nathalie,atalie,1
caffery,laughery,1
schafer,emelie,0
grobler,lazur,0
surveyors,deguire,0
ransoms,ransoms,1
dads,oddities,0
audit,plaudit,1
picou,nikou,1
falkenberg,falkenberg,1
bergman,affiliate,0
grazing,blatchford,0
alwin,alwin,1
mediscare,menswear,1
arbitrager,incompatible,0
pulford,kemery,0
caiola,goossens,0
maquila,lela,1
yamin,yamin,1
kotler,iezzi,0
mutants,flushed,0
klaver,lefevre,1
canadians,dunnington,0
roughest,exposito,0
democratized,australia,0
lovell,hesper,0
crosthwait,crosthwaite,1
diveley,tubule,0
malkin,generales,0
rosner,klossner,1
ridgely,plinius,0
suburbia,henrichs,0
marlins,dobler,0
geophysical,vandewalker,0
dwarfism,isomorphism,1
tappin,fullenwider,0
doodads,triads,1
rendered,gienger,0
overcharges,countercharges,1
revolution,architectural,0
scarves,hoffitz,0
hagglund,gunslingers,0
potlatch,rower,0
resilient,lengthened,0
theophania,rogers,0
sperlich,perfecta,0
allinson,mallinson,1
phedra,boyson,0
sawdust,fanger,0
stiffler,epic,0
precaution,neglia,0
recognizes,patronizes,1
corking,corking,1
pashley,ashley,1
patricia,murakami,0
undamaged,punks,0
groovy,shangri,0
depner,eppner,1
gadhafi,seatbelts,0
scribbled,sanctioned,0
selvaggio,demaggio,1
intercepts,intercepts,1
oji,dyansen,0
dahlstrom,wahlstrom,1
ghoul,rhule,1
iberia,devincentis,0
catterton,chatterton,1
lemmen,clowney,0
unethically,charmers,0
mister,bombarded,0
korber,lorber,1
marrin,ample,0
bolstered,sandvig,0
zieske,silver,0
minto,sayles,0
ellerey,delorey,1
banasiak,delving,0
nonpacifists,dossett,0
hardening,letty,0
ruphy,trull,0
protohistory,ilka,0
cherrington,cherrington,1
inertness,petrominerals,0
patinkin,melland,0
indic,indic,1
paintings,depopulation,0
macallister,didinium,0
festering,blumenschein,0
kindergartner,baumgartner,1
clutches,nebraskan,0
treasures,difference,0
stripers,oarsman,0
barnum,curbing,0
ludlam,kumaratunga,0
lovern,denmon,0
tuner,tuner,1
dettinger,abetted,0
snarl,lapham,0
gurtler,lamison,0
sullied,sullied,1
farai,giguere,1
percipient,percipient,1
pris,amiss,1
noranda,mccullars,0
lasure,colclasure,1
dispensers,spencers,1
competitive,transmittable,0
huguet,huguet,1
headwinds,aspired,0
vasectomies,appendectomies,1
alonso,demerist,0
samford,ledet,0
scripts,scripts,1
dmitri,libraries,0
albie,albie,1
traver,impossible,0
ruhland,ulland,1
fewest,disequilibrium,0
circuit,hufnagel,0
fortney,gwartney,1
stepladder,sonata,0
tuxford,huxford,1
soper,roeper,1
edminster,dowlen,0
freiburger,jealousy,0
desisto,lepisto,1
supersedes,reads,1
goucher,foucher,1
kittinger,herson,0
blakely,tonks,0
pectin,pectin,1
beligerence,pelster,0
dempster,endorsement,0
sheneman,kumler,0
clingerman,baumgartner,0
absolutist,counted,0
doscher,bussert,0
sputnik,hutnick,1
pickerell,ziesemer,0
vials,groopman,0
cotto,peixoto,1
encyclopedist,encyclopedist,1
loescher,kosher,1
santow,frankly,0
backsaws,bordner,0
rishell,fishel,1
union,agnelli,0
holsapple,quilter,0
adrian,undervalue,0
bodkin,brodkin,1
helicopters,eurocopters,1
skiffs,incubator,0
uneasily,ellner,0
intentioned,unmentioned,1
momentous,portentous,1
unloved,shoved,1
balloonist,balloonist,1
beachler,annable,0
psychotherapist,psychotherapist,1
schmoyer,multiemployer,1
darker,tynan,0
tierno,slickest,0
transalta,malta,1
brussels,brussels,1
analgesic,adopts,0
myotrophin,rofin,1
indyk,gyropilot,0
declared,harton,0
bradney,ariadne,1
enlivens,enlivens,1
bolinger,kamenar,0
equipping,buildable,0
picture,stricture,1
zaniest,overruns,0
drenching,retrenching,1
haney,cheyney,1
pedersen,pederson,1
novak,nowak,1
jacquin,saggese,0
bide,klingon,0
stimac,slimak,1
reprinted,lackey,0
lusky,bruski,1
fuchsias,extinct,0
maurice,implemented,0
diaz,alcatraz,1
managed,bonecutter,0
seeking,requirements,0
hebner,stebner,1
helt,roslund,0
annular,angley,0
krawitz,krawitz,1
avions,swishes,0
shifted,migent,0
unleashes,outpacing,0
lathes,waggling,0
pienta,bianco,0
coherent,adger,0
scornful,mournful,1
